Division/SIC,Description,Link
3541,Machine Tools, Metal Cutting Types,http://www.osha.gov/pls/imis/sic_manual.display?id=763&tab=description
3542,Machine Tools, Metal Forming Types,http://www.osha.gov/pls/imis/sic_manual.display?id=764&tab=description
3543,Industrial Patterns,http://www.osha.gov/pls/imis/sic_manual.display?id=765&tab=description
3544,Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds,http://www.osha.gov/pls/imis/sic_manual.display?id=766&tab=description
3545,Cutting Tools, Machine Tool Accessories, and Machinists' Precision Measuring Devices,http://www.osha.gov/pls/imis/sic_manual.display?id=767&tab=description
3546,Power-Driven Handtools,http://www.osha.gov/pls/imis/sic_manual.display?id=768&tab=description
3547,Rolling Mill Machinery and Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=769&tab=description
3548,Electric and Gas Welding and Soldering Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=770&tab=description
3549,Metalworking Machinery, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=771&tab=description
355,Special Industry Machinery, Except Metalworking,
3552,Textile Machinery,http://www.osha.gov/pls/imis/sic_manual.display?id=772&tab=description
3553,Woodworking Machinery,http://www.osha.gov/pls/imis/sic_manual.display?id=773&tab=description
3554,Paper Industries Machinery,http://www.osha.gov/pls/imis/sic_manual.display?id=774&tab=description
3555,Printing Trades Machinery and Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=775&tab=description
3556,Food Products Machinery,http://www.osha.gov/pls/imis/sic_manual.display?id=776&tab=description
3559,Special Industry Machinery, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=777&tab=description
356,General Industrial Machinery And Equipment,
3561,Pumps and Pumping Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=778&tab=description
3562,Ball and Roller Bearings,http://www.osha.gov/pls/imis/sic_manual.display?id=779&tab=description
3563,Air and Gas Compressors,http://www.osha.gov/pls/imis/sic_manual.display?id=780&tab=description
3564,Industrial and Commercial Fans and Blowers and Air Purification Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=781&tab=description
3565,Packaging Machinery,http://www.osha.gov/pls/imis/sic_manual.display?id=782&tab=description
3566,Speed Changers, Industrial High-Speed Drives, and Gears,http://www.osha.gov/pls/imis/sic_manual.display?id=783&tab=description
3567,Industrial Process Furnaces and Ovens,http://www.osha.gov/pls/imis/sic_manual.display?id=784&tab=description
3568,Mechanical Power Transmission Equipment, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=785&tab=description
3569,General Industrial Machinery and Equipment, Not Elsewhere,http://www.osha.gov/pls/imis/sic_manual.display?id=786&tab=description
357,Computer And Office Equipment,
3571,Electronic Computers,http://www.osha.gov/pls/imis/sic_manual.display?id=787&tab=description
3572,Computer Storage Devices,http://www.osha.gov/pls/imis/sic_manual.display?id=788&tab=description
3575,Computer Terminals,http://www.osha.gov/pls/imis/sic_manual.display?id=789&tab=description
3577,Computer Peripheral Equipment, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=790&tab=description
3578,Calculating and Accounting Machines, Except Electronic Computers,http://www.osha.gov/pls/imis/sic_manual.display?id=791&tab=description
3579,Office Machines, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=792&tab=description
358,Refrigeration And Service Industry Machinery,
3581,Automatic Vending Machines,http://www.osha.gov/pls/imis/sic_manual.display?id=793&tab=description
3582,Commercial Laundry, Drycleaning, and Pressing Machines,http://www.osha.gov/pls/imis/sic_manual.display?id=794&tab=description
3585,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=795&tab=description
3586,Measuring and Dispensing Pumps,http://www.osha.gov/pls/imis/sic_manual.display?id=796&tab=description
3589,Service Industry Machinery, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=797&tab=description
359,Miscellaneous Industrial And Commercial,
3592,Carburetors, Pistons, Piston Rings, and Valves,http://www.osha.gov/pls/imis/sic_manual.display?id=798&tab=description
3593,Fluid Power Cylinders and Actuators,http://www.osha.gov/pls/imis/sic_manual.display?id=799&tab=description
3594,Fluid Power Pumps and Motors,http://www.osha.gov/pls/imis/sic_manual.display?id=800&tab=description
3596,Scales and Balances, Except Laboratory,http://www.osha.gov/pls/imis/sic_manual.display?id=801&tab=description
3599,Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=802&tab=description
36,Electronic And Other Electrical Equipment And Components, Except Computer Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=29&tab=group
361,Electric Transmission And Distribution Equipment,
3612,Power, Distribution, and Specialty Transformers,http://www.osha.gov/pls/imis/sic_manual.display?id=803&tab=description
3613,Switchgear and Switchboard Apparatus,http://www.osha.gov/pls/imis/sic_manual.display?id=804&tab=description
362,Electrical Industrial Apparatus,
3621,Motors and Generators,http://www.osha.gov/pls/imis/sic_manual.display?id=805&tab=description
3624,Carbon and Graphite Products,http://www.osha.gov/pls/imis/sic_manual.display?id=806&tab=description
3625,Relays and Industrial Controls,http://www.osha.gov/pls/imis/sic_manual.display?id=807&tab=description
3629,Electrical Industrial Apparatus, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=808&tab=description
363,Household Appliances,
3631,Household Cooking Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=809&tab=description
3632,Household Refrigerators and HOme and Farm Freezers,http://www.osha.gov/pls/imis/sic_manual.display?id=810&tab=description
3633,Household Laundry Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=811&tab=description
3634,Electric Housewares and Fans,http://www.osha.gov/pls/imis/sic_manual.display?id=812&tab=description
3635,Household Vacuum Cleaners,http://www.osha.gov/pls/imis/sic_manual.display?id=813&tab=description
3639,Household Appliances, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=814&tab=description
364,Electric Lighting And Wiring Equipment,
3641,Electric Lamp Bulbs and Tubes,http://www.osha.gov/pls/imis/sic_manual.display?id=815&tab=description
3643,Current-Carrying Wiring Devices,http://www.osha.gov/pls/imis/sic_manual.display?id=816&tab=description
3644,Noncurrent-Carrying Wiring Devices,http://www.osha.gov/pls/imis/sic_manual.display?id=817&tab=description
3645,Residential Electric Lighting Fixtures,http://www.osha.gov/pls/imis/sic_manual.display?id=818&tab=description
3646,Commercial, Industrial, and Institutional Electric Lighting Fixtures,http://www.osha.gov/pls/imis/sic_manual.display?id=819&tab=description
3647,Vehicular Lighting Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=820&tab=description
3648,Lighting Equipment, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=821&tab=description
365,Household Audio And Video Equipment, And Audio,
3651,Household Audio and Video Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=822&tab=description
3652,Phonograph Records and Prerecorded Audio Tapes and Disks,http://www.osha.gov/pls/imis/sic_manual.display?id=823&tab=description
366,Communications Equipment,
3661,Telephone and Telegraph Apparatus,http://www.osha.gov/pls/imis/sic_manual.display?id=824&tab=description
3663,Radio and Television Broadcasting and Communications Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=825&tab=description
3669,Communications Equipment, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=826&tab=description
367,Electronic Components And Accessories,
3671,Electron Tubes,http://www.osha.gov/pls/imis/sic_manual.display?id=827&tab=description
3672,Printed Circuit Boards,http://www.osha.gov/pls/imis/sic_manual.display?id=828&tab=description
3674,Semiconductors and Related Devices,http://www.osha.gov/pls/imis/sic_manual.display?id=829&tab=description
3675,Electronic Capacitors,http://www.osha.gov/pls/imis/sic_manual.display?id=830&tab=description
3676,Electronic Resistors,http://www.osha.gov/pls/imis/sic_manual.display?id=831&tab=description
3677,Electronic Coils, Transformers, and Other Inductors,http://www.osha.gov/pls/imis/sic_manual.display?id=832&tab=description
3678,Electronic Connectors,http://www.osha.gov/pls/imis/sic_manual.display?id=833&tab=description
3679,Electronic Components, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=834&tab=description
369,Miscellaneous Electrical Machinery, Equipment, and Supplies,
3691,Storage Batteries,http://www.osha.gov/pls/imis/sic_manual.display?id=835&tab=description
3692,Primary Batteries, Dry and Wet,http://www.osha.gov/pls/imis/sic_manual.display?id=836&tab=description
3694,Electrical Equipment for Internal Combustion Engines,http://www.osha.gov/pls/imis/sic_manual.display?id=837&tab=description
3695,Magnetic And Optical Recording Media,http://www.osha.gov/pls/imis/sic_manual.display?id=838&tab=description
3699,Electrical Machinery, Equipment, and Supplies, Not Elsewhere,http://www.osha.gov/pls/imis/sic_manual.display?id=839&tab=description
37,Transportation Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=30&tab=group
371,Motor Vehicles And Motor Vehicle Equipment,
3711,Motor Vehicles and Passenger Car Bodies,http://www.osha.gov/pls/imis/sic_manual.display?id=840&tab=description
3713,Truck and Bus Bodies,http://www.osha.gov/pls/imis/sic_manual.display?id=841&tab=description
3714,Motor Vehicle Parts and Accessories,http://www.osha.gov/pls/imis/sic_manual.display?id=842&tab=description
3715,Truck Trailers,http://www.osha.gov/pls/imis/sic_manual.display?id=843&tab=description
3716,Motor Homes,http://www.osha.gov/pls/imis/sic_manual.display?id=844&tab=description
372,Aircraft And Parts,
3721,Aircraft,http://www.osha.gov/pls/imis/sic_manual.display?id=845&tab=description
3724,Aircraft Engines and Engine Parts,http://www.osha.gov/pls/imis/sic_manual.display?id=846&tab=description
3728,Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=847&tab=description
373,Ship And Boat Building And Repairing,
3731,Ship Building and Repairing,http://www.osha.gov/pls/imis/sic_manual.display?id=848&tab=description
3732,Boat Building and Repairing,http://www.osha.gov/pls/imis/sic_manual.display?id=849&tab=description
374,Railroad Equipment,
3743,Railroad Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=850&tab=description
375,Motorcycles, Bicycles, And Parts,
3751,Motorcycles, Bicycles, and Parts,http://www.osha.gov/pls/imis/sic_manual.display?id=851&tab=description
376,Guided Missiles And Space Vehicles And Parts,
3761,Guided Missiles and Space Vehicles,http://www.osha.gov/pls/imis/sic_manual.display?id=852&tab=description
3764,Guided Missile and Space Vehicle Propulsion Units and Propulsion Unit Parts,http://www.osha.gov/pls/imis/sic_manual.display?id=853&tab=description
3769,Guided Missile Space Vehicle Parts and Auxiliary Equipment, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=854&tab=description
379,Miscellaneous Transportation Equipment,
3792,Travel Trailers and Campers,http://www.osha.gov/pls/imis/sic_manual.display?id=855&tab=description
3795,Tanks and Tank Components,http://www.osha.gov/pls/imis/sic_manual.display?id=856&tab=description
3799,Transportation Equipment, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=857&tab=description
38,Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks,http://www.osha.gov/pls/imis/sic_manual.display?id=31&tab=group
381,Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems, Instruments, and Equipment,
3812,Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments,http://www.osha.gov/pls/imis/sic_manual.display?id=858&tab=description
382,Laboratory Apparatus And Analytical, Optical,  Measuring, and Controlling Instruments,
3821,Laboratory Apparatus and Furniture,http://www.osha.gov/pls/imis/sic_manual.display?id=859&tab=description
3822,Automatic Controls for Regulating Residential and Commercial Environments and Appliances,http://www.osha.gov/pls/imis/sic_manual.display?id=860&tab=description
3823,Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products,http://www.osha.gov/pls/imis/sic_manual.display?id=1010&tab=description
3824,Totalizing Fluid Meters and Counting Devices,http://www.osha.gov/pls/imis/sic_manual.display?id=862&tab=description
3825,Instruments for Measuring and Testing of Electricity and Electrical Signals,http://www.osha.gov/pls/imis/sic_manual.display?id=1011&tab=description
3826,Laboratory Analytical Instruments,http://www.osha.gov/pls/imis/sic_manual.display?id=863&tab=description
3827,Optical Instruments and Lenses,http://www.osha.gov/pls/imis/sic_manual.display?id=864&tab=description
3829,Measuring and Controlling Devices, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=865&tab=description
384,Surgical, Medical, And Dental Instruments And Supplies,
3841,Surgical and Medical Instruments and Apparatus,http://www.osha.gov/pls/imis/sic_manual.display?id=866&tab=description
3842,Orthopedic, Prosthetic, and Surgical Appliances and Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=867&tab=description
3843,Dental Equipment and Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=868&tab=description
3844,X-Ray Apparatus and Tubes and Related Irradiation Apparatus,http://www.osha.gov/pls/imis/sic_manual.display?id=869&tab=description
3845,Electromedical and Electrotherapeutic Apparatus,http://www.osha.gov/pls/imis/sic_manual.display?id=870&tab=description
385,Ophthalmic Goods,
3851,Ophthalmic Goods,http://www.osha.gov/pls/imis/sic_manual.display?id=871&tab=description
386,Photographic Equipment And Supplies,
3861,Photographic Equipment and Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=872&tab=description
387,Watches, Clocks, Clockwork Operated Devices, and Parts,
3873,Watches, Clocks, Clockwork Operated Devices, and Parts,http://www.osha.gov/pls/imis/sic_manual.display?id=873&tab=description
39,Miscellaneous Manufacturing Industries,http://www.osha.gov/pls/imis/sic_manual.display?id=32&tab=group
391,Jewelry, Silverware, And Plated Ware,
3911,Jewelry, Precious Metal,http://www.osha.gov/pls/imis/sic_manual.display?id=874&tab=description
3914,Silverware, Plated Ware, and Stainless Steel Ware,http://www.osha.gov/pls/imis/sic_manual.display?id=875&tab=description
3915,Jewelers' Findings and Materials, and Lapidary Work,http://www.osha.gov/pls/imis/sic_manual.display?id=876&tab=description
393,Musical Instruments,
3931,Musical Instruments,http://www.osha.gov/pls/imis/sic_manual.display?id=877&tab=description
394,Dolls, Toys, Games And Sporting And Athletic,
3942,Dolls and Stuffed Toys,http://www.osha.gov/pls/imis/sic_manual.display?id=878&tab=description
3944,Games, Toys, and Children's Vehicles, Except Dolls and Bicycles,http://www.osha.gov/pls/imis/sic_manual.display?id=879&tab=description
3949,Sporting and Athletic Goods, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=880&tab=description
395,Pens, Pencils, And Other Artists Materials,
3951,Pens, Mechanical Pencils, and Parts,http://www.osha.gov/pls/imis/sic_manual.display?id=881&tab=description
3952,Lead Pencils, Crayons, and Artists' Materials,http://www.osha.gov/pls/imis/sic_manual.display?id=882&tab=description
3953,Marking Devices,http://www.osha.gov/pls/imis/sic_manual.display?id=883&tab=description
3955,Carbon Paper and Inked Ribbons,http://www.osha.gov/pls/imis/sic_manual.display?id=884&tab=description
396,Costume Jewelry, Costume Novelties, Buttons, And Miscellaneous Notions, Ecept Precious Metal,
3961,Costume Jewelry and Costume Novelties, Except Precious Metal,http://www.osha.gov/pls/imis/sic_manual.display?id=885&tab=description
3965,Fasteners, Buttons, Needles, and Pins,http://www.osha.gov/pls/imis/sic_manual.display?id=886&tab=description
399,Miscellaneous Manufacturing Industries,
3991,Brooms and Brushes,http://www.osha.gov/pls/imis/sic_manual.display?id=887&tab=description
3993,Signs and Advertising Specialties,http://www.osha.gov/pls/imis/sic_manual.display?id=888&tab=description
3995,Burial Caskets,http://www.osha.gov/pls/imis/sic_manual.display?id=889&tab=description
3996,Linoleum, Asphalted-Felt-Base, and Other Hard Surface Floor Coverings, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=890&tab=description
3999,Manufacturing Industries, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=1012&tab=description
E,Transportation, Communications, Electric, Gas, And Sanitary Services,http://www.osha.gov/pls/imis/sic_manual.display?id=5&tab=division
40,Railroad Transportation,http://www.osha.gov/pls/imis/sic_manual.display?id=33&tab=group
401,Railroads,
4011,Railroads, Line-Haul Operating,http://www.osha.gov/pls/imis/sic_manual.display?id=892&tab=description
4013,Railroad Switching and Terminal Establishments,http://www.osha.gov/pls/imis/sic_manual.display?id=893&tab=description
41,Local And Suburban Transit And Interurban Highway Passenger Transportation,http://www.osha.gov/pls/imis/sic_manual.display?id=34&tab=group
411,Local And Suburban Passenger Transportation,
4111,Local and Suburban Transit,http://www.osha.gov/pls/imis/sic_manual.display?id=894&tab=description
4119,Local Passenger Transportation, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=895&tab=description
412,Taxicabs,
4121,Taxicabs,http://www.osha.gov/pls/imis/sic_manual.display?id=896&tab=description
413,Intercity And Rural Bus Transportation,
4131,Intercity and Rural Bus Transportation,http://www.osha.gov/pls/imis/sic_manual.display?id=897&tab=description
414,Bus Charter Service,
4141,Local Bus Charter Service,http://www.osha.gov/pls/imis/sic_manual.display?id=898&tab=description
4142,Bus Charter Service, Except Local,http://www.osha.gov/pls/imis/sic_manual.display?id=899&tab=description
415,School Buses,
4151,School Buses,http://www.osha.gov/pls/imis/sic_manual.display?id=900&tab=description
417,Terminal And Service Facilities For Motor Vehicle,
4173,Terminal and Service Facilities for Motor Vehicle Passenger Transportation,http://www.osha.gov/pls/imis/sic_manual.display?id=901&tab=description
42,Motor Freight Transportation And Warehousing,http://www.osha.gov/pls/imis/sic_manual.display?id=35&tab=group
421,Trucking And Courier Services, Except Air,
4212,Local Trucking Without Storage,http://www.osha.gov/pls/imis/sic_manual.display?id=902&tab=description
4213,Trucking, Except Local,http://www.osha.gov/pls/imis/sic_manual.display?id=903&tab=description
4214,Local Trucking With Storage,http://www.osha.gov/pls/imis/sic_manual.display?id=904&tab=description
4215,Courier Services, Except by Air,http://www.osha.gov/pls/imis/sic_manual.display?id=905&tab=description
422,Public Warehousing And Storage,
4221,Farm Product Warehousing and Storage,http://www.osha.gov/pls/imis/sic_manual.display?id=906&tab=description
4222,Refrigerated Warehousing and Storage,http://www.osha.gov/pls/imis/sic_manual.display?id=907&tab=description
4225,General Warehousing and Storage,http://www.osha.gov/pls/imis/sic_manual.display?id=908&tab=description
4226,Special Warehousing and Storage, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=909&tab=description
423,Terminal And Joint Terminal Maintenance,
4231,Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation,http://www.osha.gov/pls/imis/sic_manual.display?id=910&tab=description
43,United States Postal Service,http://www.osha.gov/pls/imis/sic_manual.display?id=36&tab=group
431,United States Postal Service,
4311,United States Postal Service,http://www.osha.gov/pls/imis/sic_manual.display?id=911&tab=description
44,Water Transportation,http://www.osha.gov/pls/imis/sic_manual.display?id=37&tab=group
441,Deep Sea Foreign Transportation Of Freight,
4412,Deep Sea Foreign Transportation of Freight,http://www.osha.gov/pls/imis/sic_manual.display?id=912&tab=description
442,Deep Sea Domestic Transportation Of Freight,
4424,Deep Sea Domestic Transportation of Freight,http://www.osha.gov/pls/imis/sic_manual.display?id=913&tab=description
443,Freight Transportation On The Great Lakes-st.,
4432,Freight Transportation on the Great Lakes-St. Lawrence Seaway,http://www.osha.gov/pls/imis/sic_manual.display?id=914&tab=description
444,Water Transportation Of Freight, Not Elsewhere,
4449,Water Transportation of Freight, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=915&tab=description
448,Water Transportation Of Passengers,
4481,Deep Sea Transportation of Passengers, Except by Ferry,http://www.osha.gov/pls/imis/sic_manual.display?id=916&tab=description
4482,Ferries,http://www.osha.gov/pls/imis/sic_manual.display?id=917&tab=description
4489,Water Transportation of Passengers, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=918&tab=description
449,Services Incidental To Water Transportation,
4491,Marine Cargo Handling,http://www.osha.gov/pls/imis/sic_manual.display?id=919&tab=description
4492,Towing and Tugboat Services,http://www.osha.gov/pls/imis/sic_manual.display?id=920&tab=description
4493,Marinas,http://www.osha.gov/pls/imis/sic_manual.display?id=921&tab=description
4499,Water Transportation Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=922&tab=description
45,Transportation By Air,http://www.osha.gov/pls/imis/sic_manual.display?id=38&tab=group
451,Air Transportation, Scheduled, And Air Courier,
4512,Air Transportation, Scheduled,http://www.osha.gov/pls/imis/sic_manual.display?id=923&tab=description
4513,Air Courier Services,http://www.osha.gov/pls/imis/sic_manual.display?id=924&tab=description
452,Air Transportation, Nonscheduled,
4522,Air Transportation, Nonscheduled,http://www.osha.gov/pls/imis/sic_manual.display?id=925&tab=description
458,Airports, Flying Fields, And Airport Terminal,
4581,Airports, Flying Fields, and Airport Terminal Services,http://www.osha.gov/pls/imis/sic_manual.display?id=926&tab=description
46,Pipelines, Except Natural Gas,http://www.osha.gov/pls/imis/sic_manual.display?id=39&tab=group
461,Pipelines, Except Natural Gas,
4612,Crude Petroleum Pipelines,http://www.osha.gov/pls/imis/sic_manual.display?id=927&tab=description
4613,Refined Petroleum Pipelines,http://www.osha.gov/pls/imis/sic_manual.display?id=928&tab=description
4619,Pipelines, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=929&tab=description
47,Transportation Services,http://www.osha.gov/pls/imis/sic_manual.display?id=40&tab=group
472,Arrangement Of Passenger Transportation,
4724,Travel Agencies,http://www.osha.gov/pls/imis/sic_manual.display?id=930&tab=description
4725,Tour Operators,http://www.osha.gov/pls/imis/sic_manual.display?id=931&tab=description
4729,Arrangement of Passenger Transportation, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=932&tab=description
473,Arrangement Of Transportation Of Freight And Cargo,
4731,Arrangement of Transportation of Freight and Cargo,http://www.osha.gov/pls/imis/sic_manual.display?id=933&tab=description
474,Rental Of Railroad Cars,
4741,Rental of Railroad Cars,http://www.osha.gov/pls/imis/sic_manual.display?id=934&tab=description
478,Miscellaneous Services Incidental To Transportation,
4783,Packing and Crating,http://www.osha.gov/pls/imis/sic_manual.display?id=935&tab=description
4785,Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation,http://www.osha.gov/pls/imis/sic_manual.display?id=936&tab=description
4789,Transportation Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=937&tab=description
48,Communications,http://www.osha.gov/pls/imis/sic_manual.display?id=41&tab=group
481,Telephone Communications,
4812,Radiotelephone Communications,http://www.osha.gov/pls/imis/sic_manual.display?id=938&tab=description
4813,Telephone Communications, Except Radiotelephone,http://www.osha.gov/pls/imis/sic_manual.display?id=939&tab=description
482,Telegraph And Other Message Communications,
4822,Telegraph and Other Message Communications,http://www.osha.gov/pls/imis/sic_manual.display?id=940&tab=description
483,Radio And Television Broadcasting Stations,
4832,Radio Broadcasting Stations,http://www.osha.gov/pls/imis/sic_manual.display?id=941&tab=description
4833,Television Broadcasting Stations,http://www.osha.gov/pls/imis/sic_manual.display?id=942&tab=description
484,Cable And Other Pay Television Services,
4841,Cable and Other Pay Television Services,http://www.osha.gov/pls/imis/sic_manual.display?id=943&tab=description
489,Communications Services, Not Elsewhere,
4899,Communications Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=944&tab=description
49,Electric, Gas, And Sanitary Services,http://www.osha.gov/pls/imis/sic_manual.display?id=42&tab=group
491,Electric Services,
4911,Electric Services,http://www.osha.gov/pls/imis/sic_manual.display?id=945&tab=description
492,Gas Production And Distribution,
4922,Natural Gas Transmission,http://www.osha.gov/pls/imis/sic_manual.display?id=946&tab=description
4923,Natural Gas Transmission and Distribution,http://www.osha.gov/pls/imis/sic_manual.display?id=947&tab=description
4924,Natural Gas Distribution,http://www.osha.gov/pls/imis/sic_manual.display?id=948&tab=description
4925,Mixed, Manufactured, or Liquefied Petroleum Gas Production and/or,http://www.osha.gov/pls/imis/sic_manual.display?id=949&tab=description
493,Combination Electric And Gas, And Other Utility,
4931,Electric and Other Services Combined,http://www.osha.gov/pls/imis/sic_manual.display?id=950&tab=description
4932,Gas and Other Services Combined,http://www.osha.gov/pls/imis/sic_manual.display?id=951&tab=description
4939,Combination Utilities, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=952&tab=description
494,Water Supply,
4941,Water Supply,http://www.osha.gov/pls/imis/sic_manual.display?id=953&tab=description
495,Sanitary Services,
4952,Sewerage Systems,http://www.osha.gov/pls/imis/sic_manual.display?id=954&tab=description
4953,Refuse Systems,http://www.osha.gov/pls/imis/sic_manual.display?id=955&tab=description
4959,Sanitary Services, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=956&tab=description
496,Steam And Air-conditioning Supply,
4961,Steam and Air-Conditioning Supply,http://www.osha.gov/pls/imis/sic_manual.display?id=957&tab=description
497,Irrigation Systems,
4971,Irrigation Systems,http://www.osha.gov/pls/imis/sic_manual.display?id=958&tab=description
F,Wholesale Trade,http://www.osha.gov/pls/imis/sic_manual.display?id=6&tab=division
50,Wholesale Trade-durable Goods,http://www.osha.gov/pls/imis/sic_manual.display?id=43&tab=group
501,Motor Vehicles And Motor Vehicle Parts And Supplies,
5012,Automobiles and Other Motor Vehicles,http://www.osha.gov/pls/imis/sic_manual.display?id=959&tab=description
5013,Motor Vehicle Supplies and New Parts,http://www.osha.gov/pls/imis/sic_manual.display?id=960&tab=description
5014,Tires and Tubes,http://www.osha.gov/pls/imis/sic_manual.display?id=961&tab=description
5015,Motor Vehicle Parts, Used,http://www.osha.gov/pls/imis/sic_manual.display?id=962&tab=description
502,Furniture And Home Furnishings,
5021,Furniture,http://www.osha.gov/pls/imis/sic_manual.display?id=963&tab=description
5023,Home furnishings,http://www.osha.gov/pls/imis/sic_manual.display?id=964&tab=description
503,Lumber And Other Construction Materials,
5031,Lumber, Plywood, Millwork, and Wood Panels,http://www.osha.gov/pls/imis/sic_manual.display?id=965&tab=description
5032,Brick, Stone, and Related Construction Materials,http://www.osha.gov/pls/imis/sic_manual.display?id=966&tab=description
5033,Roofing, Siding, and Insulation Materials,http://www.osha.gov/pls/imis/sic_manual.display?id=967&tab=description
5039,Construction Materials, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=968&tab=description
504,Professional And Commercial Equipment And Supplies,
5043,Photographic Equipment and Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=969&tab=description
5044,Office Equipment,http://www.osha.gov/pls/imis/sic_manual.display?id=970&tab=description
5045,Computers and Computer Peripheral Equipment and Software,http://www.osha.gov/pls/imis/sic_manual.display?id=971&tab=description
5046,Commercial Equipment, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=972&tab=description
5047,Medical, Dental, and Hospital Equipment and Supplies,http://www.osha.gov/pls/imis/sic_manual.display?id=973&tab=description
5048,Ophthalmic Goods,http://www.osha.gov/pls/imis/sic_manual.display?id=974&tab=description
5049,Professional Equipment and Supplies, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=975&tab=description
505,Metals And Minerals, Except Petroleum,
5051,Metals Service Centers and Offices,http://www.osha.gov/pls/imis/sic_manual.display?id=976&tab=description
5052,Coal and Other Minerals and Ores,http://www.osha.gov/pls/imis/sic_manual.display?id=977&tab=description
506,Electrical Goods,
5063,Electrical Apparatus and Equipment Wiring Supplies, and Construction Materials,http://www.osha.gov/pls/imis/sic_manual.display?id=978&tab=description
5064,Electrical Appliances, Television and Radio Sets,http://www.osha.gov/pls/imis/sic_manual.display?id=979&tab=description
5065,Electronic Parts and Equipment, Not Elsewhere Classified,http://www.osha.gov/pls/imis/sic_manual.display?id=980&tab=description
507,Hardware, And Plumbing And Heating Equipment,
